     148       118       115
      15        64        14
      13        48        75
      48        13        14
      64        48        14
      45        55        21
      55        45        89
      29        71        60
      93       129       131
     129       165       131
     165       129       154
     154       129       132
     140       125       163
     125       140       106
     216       246       212
     228       203       188
     228       242       257
     284       263       257
     160       133       120
     160       120       146
     179       160       146
     133       160       167
     160       179       196
     167       160       196
     177       169       200
     145       150       170
     150       177       170
     150       145       122
     150       169       177
      81        49        73
      81        97       116
     116        97       122
      97        81        73
      97       104       122
     104        97        73
       2         3        73
       2        49         1
      49         2        73
     104       141       122
     169       141       151
     141       150       122
     150       141       169
      53        87        74
      57        10        11
       9        66        67
      10        66         9
      66        10        57
      96        57        83
     120        96        83
     133        96       120
      96        66        57
       7        58         6
       7         8        58
     412       393       405
     476       456       460
     456       476       463
     397       424       403
     424       397       410
     397       385       410
     373       397       403
     464       441       446
     441       464       460
     441       424       446
     441       422       424
     385       347       362
     303       301       327
     327       301       335
     301       303       279
     387       393       372
     361       387       372
     381       387       361
     393       387       405
     387       381       405
     438       429       450
     415       438       425
     404       415       425
     429       415       409
     415       429       438
     448       431       425
     431       443       414
     261       250       234
     234       250       223
     207       198       223
     158       180       187
     207       180       198
     180       207       187
     172       180       158
     198       172       182
     180       172       198
      38        39        47
      36        68        50
      78        90        47
     135        90       127
      56        35        50
      85        56        50
     135       164       139
     164       187       194
     164       158       187
     164       135       158
     166       164       194
     164       166       139
     911       875       903
     814       828       792
     814       792       782
     809       814       782
     828       814       849
     810       786       779
     792       810       779
     828       810       792
     640       671       682
     763       784       796
     763       730       720
     798       763       796
     973       972       913
     947       971       970
     947       911       903
     974       935       975
     878       908       913
     935       908       896
     908       868       896
     868       908       878
     866       892       904
     982       981       923
     985       984       931
     984       915       931
     935       937       975
     937       935       896
     979       948       980
     979       912       948
     948       912       904
     912       877       904
     893       912       942
     912       893       877
     877       893       845
     893       872       845
     635       663       650
     767       798       803
     763       767       730
     767       763       798
     744       776       778
     776       812       778
     812       776       803
     776       767       803
     766       794       768
     804       837       832
     794       804       832
     812       804       778
     804       812       837
     804       766       778
     766       804       794
     868       861       896
     861       868       832
     837       861       832
     872       861       837
     842       809       832
     868       842       832
     814       842       849
     842       814       809
     842       878       849
     842       868       878
     606       617       598
     681       691       662
     704       681       677
     691       704       717
     704       691       681
     645       674       654
     614       646       625
     634       646       614
     646       647       625
     647       646       683
     641       677       651
     641       658       677
     658       626       638
     607       626       602
     626       607       638
     626       612       602
     626       641       612
     641       626       658
     608       591       588
     591       608       614
     528       545       525
     600       614       625
     600       591       614
     591       600       581
     607       599       630
     581       585       562
     600       585       581
     481       473       458
     461       472       446
     436       461       446
     533       522       512
     522       533       544
     564       550       544
     550       564       569
     569       564       589
     564       574       589
     830       826       857
     968       967       933
     875       900       862
     900       875       911
     900       890       862
     890       900       933
     910       876       879
     876       902       871
     902       876       910
     806       838       818
     847       864       879
     864       838       869
     864       847       818
     838       864       818
     829       843       815
     807       829       815
     829       807       821
     847       848       821
     848       829       821
     848       847       879
     876       848       879
     848       843       829
     843       848       871
     848       876       871
     939       954       953
     954       938       955
     938       954       939
     757       747       773
     695       658       679
     658       695       677
     789       806       818
     789       777       806
     760       732       748
     777       760       748
     747       760       773
     760       747       732
     760       789       773
     789       760       777
     936       959       958
     880       936       909
     873       880       909
     880       856       895
     840       805       813
     934       961       960
     885       934       895
     885       856       855
     856       885       895
     732       715       748
     715       712       748
     712       715       679
     715       695       679
     695       715       732
     775       788       813
     758       788       775
     788       758       787
     788       820       813
     820       788       787
     667       698       672
     698       690       721
     690       667       661
     667       690       698
     786       755       779
     764       755       786
     769       764       795
     749       722       728
     762       749       728
     749       762       779
     755       749       779
     722       749       727
     749       755       727
     341       317       331
     369       345       356
     345       369       360
     400       377       386
     386       377       360
     399       400       416
     375       399       392
     377       399       375
     399       377       400
     399       417       392
     417       399       416
     377       351       360
     351       377       375
     333       345       360
     345       333       311
     351       333       360
     333       351       314
     277       238       260
     678       648       659
     710       729       754
     693       729       710
     383       402       388
     418       402       398
     402       383       398
     364       348       325
     395       427       413
     427       395       414
     455       427       443
     454       437       442
     437       423       442
     426       423       407
     423       426       442
     423       401       407
     426       452       442
     415       391       409
     391       415       404
     343       364       325
     551       560       540
     570       560       551
     493       509       518
     561       565       547
     531       524       506
     548       524       531
     509       524       536
     524       548       536
     539       538       521
     538       539       556
     538       526       521
     816       811       793
     834       816       844
     816       834       811
     781       785       808
     785       811       808
     811       785       793
     785       772       793
     914       985       931
     859       834       844
     121       130        89
      80       112        76
     203       184       165
     216       184       203
     235       244       264
     244       235       222
     244       222       249
     244       273       264
     273       244       249
     210       224       232
     209       186       217
     224       247       232
     161       151       126
     161       186       151
     134       161       126
     168       161       134
     186       161       195
     161       168       195
     190       218       191
     190       213       218
     289       320       313
     320       289       293
     289       267       293
     267       268       293
      51        18        19
      51        19        65
      18        51        17
      91       100        65
     100        51        65
      51       100        84
     100        91       123
     136       100       123
     100       136        84
     153       178       192
     156       153       192
     153       148       178
     153       118       148
     138       119       156
     119       153       156
     153       119       118
      82        84       115
     118        82       115
      23        24        76
      59        25        26
      59        94        80
      22        45        21
     129        99       132
      99       129        93
      99        93        60
      71        99        60
      30        71        29
      44        32        33
      32        69        31
      69        32        44
     204       197       231
     242       204       231
     204       228       188
     228       204       242
     255       220       253
     220       255       231
     197       220       231
      86       125       106
      69        86       106
      86        69        44
     125        86       114
      28        29        60
      27        28        60
      93        62        60
      62        27        60
      62        93        94
      59        62        94
      27        62        26
      62        59        26
     236       216       203
     263       236       257
     216       236       246
     236       263       246
     236       228       257
     228       236       203
     363       383       388
     383       363       359
     299       284       257
     274       299       257
     169       181       200
     181       209       200
     209       181       186
     186       181       151
     181       169       151
     151       113       126
     141       113       151
     113        87       126
     113       141       104
     113       104        74
      87       113        74
     101        95        58
      95        53        58
      95        87        53
      95       101       134
      95       134       126
      87        95       126
     105       133       137
     105        96       133
     101       105       137
      96       105        66
     105       101        67
      66       105        67
     476       480       463
     492       511       499
     480       492       499
     492       480       476
     464       479       460
     479       476       460
     479       492       476
     444       456       463
     439       444       430
     444       439       456
     441       439       422
     456       439       460
     439       441       460
     368       347       385
     368       397       373
     397       368       385
     258       227       230
     258       251       227
     258       283       251
     301       322       335
     322       352       335
     431       459       443
     459       431       448
     459       448       471
     459       471       484
     406       404       425
     431       406       425
     406       431       414
     406       380       404
     276       261       286
     276       250       261
     307       276       286
     207       214       187
     187       214       194
     214       233       245
     233       214       207
     250       233       223
     233       207       223
     172       155       182
      40        78        47
      39        40        47
      37        68        36
     107       135       139
     107        90       135
      61        98        78
      61        40        41
      40        61        78
     111        98       128
      98       111        78
      90       111       127
     111        90        78
      56        34        35
      77        44        33
      34        77        33
      77        34        56
      86        77       114
      77        86        44
     109       142       114
      77       109       114
     109        56        85
     109        77        56
     166       124       139
     142       124       166
     124       109        85
     109       124       142
     125       149       163
     149       125       114
     142       149       114
     875       863       903
     863       828       849
     881       863       849
     863       881       903
     823       795       786
     810       823       786
     823       826       795
     841       810       828
     863       841       828
     841       863       875
     841       875       862
     823       841       862
     841       823       810
     610       631       623
     631       615       640
     615       610       594
     610       615       631
     653       640       682
     653       631       640
     767       738       730
     738       776       744
     776       738       767
     560       584       583
     584       560       570
     687       665       720
     558       539       536
     539       558       556
     735       725       751
     725       735       706
     770       753       781
     750       763       720
     763       750       784
     750       759       784
     932       972       971
     972       932       913
     932       881       913
     881       932       903
     932       947       903
     947       932       971
     946       974       973
     946       973       913
     908       946       913
     974       946       935
     946       908       935
     929       948       904
     892       929       904
     929       892       923
     948       929       980
     929       981       980
     981       929       923
     860       866       833
     860       892       866
     983       982       920
     915       983       920
     984       983       915
     937       976       975
     977       922       942
     922       893       942
     976       922       977
     922       976       937
     978       977       942
     912       978       942
     978       912       979
     649       635       623
     649       663       635
     631       649       623
     653       649       631
     740       741       768
     741       766       768
     511       514       499
     527       514       511
     662       636       651
     575       586       598
     586       606       598
     586       575       569
     606       586       589
     586       569       589
     527       530       543
     530       550       543
     530       527       511
     522       530       511
     550       530       544
     530       522       544
     550       559       543
     575       559       569
     559       550       569
     645       618       633
     634       627       654
     627       645       654
     627       618       645
     618       627       603
     627       634       608
     603       627       608
     646       670       683
     683       670       710
     670       693       710
     693       670       654
     670       634       654
     670       646       634
     647       692       656
     692       647       683
     656       692       702
     692       734       702
     692       723       734
     723       692       683
     622       647       656
     622       599       587
     622       656       630
     599       622       630
     582       607       576
     582       599       607
     563       585       587
     563       545       562
     585       563       562
     465       485       475
     465       453       449
     453       465       475
     508       528       525
     528       508       517
     432       417       416
     417       411       392
     411       434       428
     434       411       417
     453       434       449
     434       432       449
     432       434       417
     469       453       475
     469       481       458
     421       436       410
     366       375       392
     366       351       375
     520       537       510
     481       496       473
     496       520       510
     488       461       473
     496       488       473
     488       496       510
     461       488       472
     534       533       512
     945       968       933
     900       945       933
     945       900       911
     947       945       911
     867       830       857
     867       836       830
     928       966       965
     967       927       933
     927       890       933
     966       927       967
     927       966       928
     927       928       887
     890       927       887
     852       887       857
     852       890       887
     826       852       857
     890       852       862
     852       823       862
     823       852       826
     824       825       855
     825       824       791
     940       964       963
     940       963       924
     930       902       910
     952       916       953
     916       939       953
     916       910       879
     899       864       869
     899       938       939
     797       807       815
     783       757       773
     757       783       780
     783       797       780
     797       783       807
     905       899       869
     899       905       938
     756       757       780
     756       736       757
     731       736       717
     704       731       717
     736       731       757
     731       747       757
     716       695       732
     747       716       732
     716       704       677
     695       716       677
     716       731       704
     731       716       747
     807       799       821
     821       799       818
     799       789       818
     789       799       773
     799       783       773
     783       799       807
     959       919       960
     919       934       960
     919       959       936
     934       919       895
     919       880       895
     880       919       936
     846       880       873
     820       846       813
     856       846       820
     880       846       856
     846       840       813
     840       846       873
     838       835       869
     840       835       805
     805       835       806
     835       838       806
     963       962       924
     891       885       855
     713       740       721
     690       713       721
     713       741       740
     700       668       673
     699       675       672
     698       699       672
     699       698       728
     722       699       728
     675       697       673
     700       697       727
     697       700       673
     697       722       727
     697       699       722
     699       697       675
     755       733       727
     733       755       764
     733       700       727
     800       769       795
     800       826       830
     826       800       795
     329       341       356
     329       311       297
     317       329       297
     341       329       317
     345       329       356
     329       345       311
     311       295       282
     333       295       311
     282       295       260
     295       333       314
     295       277       260
     277       295       314
     648       660       633
     660       645       633
     645       660       674
     660       648       678
     765       791       754
     729       765       754
     707       693       674
     707       729       693
     288       255       253
     255       288       275
     382       395       413
     382       348       364
     395       382       364
     451       433       437
     451       454       466
     454       451       437
     419       423       437
     423       419       401
     433       419       437
     419       433       418
     419       418       398
     401       419       398
     462       454       442
     452       462       442
     440       426       413
     440       452       426
     427       440       413
     455       440       427
     440       455       467
     452       440       467
     321       307       286
     338       321       349
     321       338       307
     395       379       414
     379       406       414
     406       379       380
     379       395       364
     343       379       364
     380       353       355
     353       343       316
     379       353       380
     353       379       343
     280       259       245
     555       531       540
     560       555       540
     555       548       531
     555       560       583
     532       515       526
     532       546       547
     546       561       547
     546       532       526
     538       546       526
     546       538       556
     493       477       467
     462       477       487
     477       452       467
     477       462       452
     502       518       521
     502       493       518
     477       502       487
     502       477       493
     455       483       467
     483       493       467
     493       483       509
     482       491       501
     596       615       594
     572       546       556
     546       572       561
     637       671       640
     753       761       781
     761       785       781
     735       761       753
     785       761       772
     772       761       751
     761       735       751
     941       917       907
     914       986       985
     986       918       987
     918       986       914
     874       859       844
     917       884       907
     884       874       907
     874       884       859
     859       858       834
     853       858       888
     858       884       888
     884       858       859
     882       853       888
     918       882       888
     882       918       914
     822       850       817
     853       850       822
     882       850       853
      45        79        89
      79       121        89
     112       147       143
     202       210       189
     177       202       189
     210       202       224
     202       177       200
     224       202       200
     247       254       232
     270       301       279
     254       270       279
     270       254       247
     229       247       224
     229       224       200
     209       229       200
     162       159       191
     159       190       191
     130       159       162
     121       159       130
     159       121       143
     290       289       313
     290       313       318
     290       294       269
     294       290       318
     246       241       212
     268       241       246
     241       213       212
     213       241       240
     241       267       240
     241       268       267
     119        88       118
      88        82       118
      42        80        76
      24        42        76
      42        24        25
      42        59        80
      59        42        25
      70        30        31
      69        70        31
      30        70        71
      70        69       106
     204       171       197
     197       171       163
     154       171       188
     171       204       188
     171       140       163
     171       154       132
     140       171       132
     201       166       194
     263       281       246
     281       268       246
     332       310       344
     370       358       346
     370       363       388
     363       370       346
     330       358       344
     310       330       344
     358       330       346
     308       299       274
     308       274       275
     503       522       511
     492       503       511
     479       503       492
     522       503       512
     489       479       464
     489       464       472
     503       489       512
     489       503       479
     420       439       430
     412       420       430
     420       412       405
     422       420       405
     439       420       422
     368       339       347
     339       322       306
     322       339       352
     352       339       373
     339       368       373
     296       283       258
     309       339       306
     339       309       347
     259       225       245
     225       214       245
     214       225       194
     225       201       194
     276       262       250
     262       233       250
     233       262       245
     262       280       245
     155       144       128
     111       144       127
     144       111       128
     144       155       172
     144       158       127
     144       172       158
     102       107       139
     124       102       139
     102       124        85
     107       102        68
     102        85        50
      68       102        50
      72       107        68
      72        37        38
      37        72        68
      72        38        47
      90        72        47
     107        72        90
     711       684       682
     684       653       682
     684       649       653
     663       684       694
     649       684       663
     738       701       730
     701       687       730
     644       652       628
     592       570       580
     592       584       570
     652       689       664
     689       705       664
     632       652       664
     652       632       628
     548       567       536
     567       558       536
     696       725       706
     770       739       753
     739       770       759
     801       781       808
     801       770       781
     827       860       833
     819       827       796
     798       827       833
     827       798       796
     860       886       892
     923       886       920
     892       886       923
     893       897       872
     922       897       893
     861       897       896
     897       861       872
     897       937       896
     897       922       937
     718       684       711
     684       718       694
     718       713       694
     713       718       741
     636       629       651
     629       641       651
     629       636       617
     629       617       606
     612       629       606
     641       629       612
     585       611       587
     611       622       587
     611       600       625
     611       585       600
     647       611       625
     622       611       647
     591       571       588
     535       528       517
     566       563       587
     599       566       587
     582       566       599
     508       500       517
     504       508       525
     504       496       481
     520       504       525
     496       504       520
     408       411       428
     445       469       458
     469       445       453
     434       445       428
     445       434       453
     447       461       436
     421       447       436
     473       447       458
     461       447       473
     520       542       537
     542       566       537
     566       542       563
     563       542       545
     545       542       525
     542       520       525
     488       497       472
     497       489       472
     489       497       512
     534       554       533
     574       554       576
     564       554       574
     533       554       544
     554       564       544
     553       534       537
     566       553       537
     553       566       582
     553       582       576
     554       553       576
     553       554       534
     537       516       510
     534       516       537
     516       488       510
     516       497       488
     516       534       512
     497       516       512
     945       969       968
     969       947       970
     969       945       947
     940       926       964
     964       926       965
     926       928       965
     949       930       910
     916       949       910
     949       916       952
     901       899       939
     901       916       879
     916       901       939
     864       901       879
     899       901       864
     938       943       955
     905       943       938
     943       905       906
     835       870       869
     870       905       869
     905       870       906
     870       835       840
     870       873       906
     870       840       873
     962       925       924
     885       925       934
     925       962       961
     925       961       934
     925       891       924
     891       925       885
     867       865       836
     865       891       855
     825       865       855
     865       825       836
     713       680       694
     680       713       690
     663       680       650
     680       663       694
     680       661       650
     680       690       661
     668       686       659
     686       678       659
     686       668       700
     836       802       830
     802       800       830
     765       802       791
     802       825       791
     825       802       836
     800       771       769
     802       771       800
     771       802       765
     278       302       253
     302       288       253
     302       278       325
     348       302       325
     334       302       348
     302       334       288
     328       338       355
     353       328       355
     328       353       316
     338       328       307
     391       390       409
     371       390       391
     365       371       391
     338       365       355
     371       365       349
     365       338       349
     300       280       316
     280       300       259
     300       343       325
     343       300       316
     278       300       325
     259       300       278
     507       515       501
     491       507       501
     515       507       526
     526       507       521
     507       502       521
     507       491       487
     502       507       487
     470       483       455
     470       459       484
     470       455       443
     459       470       443
     474       482       466
     454       474       466
     462       474       454
     482       474       491
     491       474       487
     474       462       487
     578       596       594
     579       565       561
     596       579       597
     579       578       565
     578       579       596
     572       579       561
     579       572       597
     615       616       640
     616       637       640
     596       616       615
     616       596       597
     989       988       917
     989       941       990
     941       989       917
     921       988       987
     918       921       987
     988       921       917
     921       918       888
     884       921       888
     921       884       917
     834       831       808
     858       831       834
     831       801       808
     801       831       822
     831       853       822
     831       858       853
     851       819       817
     850       851       817
      22        52        45
      52        79        45
      52        22        23
      52        23        76
     112       108        76
     108        52        76
      52       108        79
      79       108       121
     121       108       143
     108       112       143
     183       216       212
     183       184       216
     165       152       131
     184       152       165
     183       152       184
     152       183       147
     270       285       301
     322       285       306
     285       322       301
     239       229       209
     251       239       217
     239       209       217
     243       265       269
     265       290       269
     290       265       289
     265       243       240
     267       265       240
     289       265       267
      92        88       119
      92       119       138
      92        48        64
      88        92        64
      92       138       110
      92       110        75
      48        92        75
      54        16        17
      82        54        84
      51        54        17
      54        51        84
      16        46        15
      15        46        64
      46        54        82
      54        46        16
      46        88        64
      88        46        82
     103        99        71
      70       103        71
      99       103       132
     103        70       106
     103       140       132
     140       103       106
     175       149       142
     175       142       166
     201       175       166
     304       332       326
     304       326       293
     332       304       310
     268       304       293
     281       304       268
     304       281       310
     298       330       310
     281       298       310
     298       263       284
     298       281       263
     299       319       284
     319       298       284
     298       319       330
     330       319       346
     308       336       299
     359       336       342
     336       308       342
     363       336       359
     336       363       346
     319       336       346
     336       319       299
     347       323       362
     296       323       283
     309       323       347
     323       309       283
     225       237       201
     237       278       253
     237       259       278
     237       225       259
     671       709       682
     701       709       671
     709       701       738
     709       738       744
     709       711       682
     709       744       711
     637       657       671
     657       701       671
     701       657       687
     644       643       666
     643       644       620
     676       644       666
     644       676       652
     676       689       652
     689       676       706
     696       676       666
     676       696       706
     601       592       580
     613       644       628
     644       613       620
     613       601       620
     601       613       592
     735       724       706
     724       689       706
     724       735       753
     689       724       705
     739       724       753
     724       739       705
     632       642       605
     642       632       664
     573       567       548
     567       573       595
     573       555       583
     555       573       548
     605       573       583
     595       573       605
     739       726       705
     750       726       759
     726       739       759
     790       822       817
     790       801       822
     784       790       817
     759       790       784
     770       790       759
     801       790       770
     883       915       920
     886       883       920
     741       743       766
     718       743       741
     743       744       778
     766       743       778
     744       743       711
     743       718       711
     568       591       581
     568       571       591
     571       568       552
     568       581       562
     535       549       528
     545       549       562
     528       549       545
     549       535       552
     549       568       562
     568       549       552
     490       504       481
     490       469       475
     469       490       481
     504       490       508
     485       490       475
     500       490       485
     490       500       508
     389       408       376
     408       389       411
     411       389       392
     357       389       376
     389       366       392
     389       357       366
     435       408       428
     408       435       421
     435       447       421
     447       435       458
     435       445       458
     445       435       428
     408       394       376
     394       408       421
     376       394       362
     394       385       362
     385       394       410
     394       421       410
     887       894       857
     894       867       857
     928       894       887
     926       894       928
     930       951       950
     949       951       930
     951       949       952
     943       956       955
     956       943       957
     944       943       906
     943       944       957
     944       906       909
     936       944       909
     957       944       958
     944       936       958
     865       898       891
     898       940       924
     891       898       924
     898       865       867
     894       898       867
     898       926       940
     898       894       926
     733       714       700
     714       686       700
     688       660       678
     660       688       674
     688       707       674
     688       719       707
     719       742       707
     742       771       765
     742       765       729
     707       742       729
     354       374       342
     354       384       374
     354       367       384
     367       354       334
     382       367       348
     367       334       348
     280       291       316
     291       328       316
     262       291       280
     328       291       307
     291       276       307
     291       262       276
     378       380       355
     365       378       355
     378       365       391
     378       391       404
     380       378       404
     506       498       484
     498       470       484
     470       498       483
     524       498       506
     498       524       509
     483       498       509
     572       593       597
     567       590       558
     590       567       595
     590       595       624
     609       590       624
     147       176       143
     183       176       147
     176       159       143
     159       176       190
     190       176       213
     213       176       212
     176       183       212
     117        94       131
     152       117       131
      94       117        80
     117       112        80
     117       147       112
     117       152       147
     229       256       247
     256       270       247
     256       285       270
     239       256       229
     272       239       251
     272       309       306
     272       256       239
     283       272       251
     309       272       283
     285       272       306
     256       272       285
     175       185       149
     149       185       163
     185       197       163
     185       220       197
     211       175       201
     237       211       201
     185       211       220
     211       185       175
     220       211       253
     211       237       253
     340       376       362
     340       357       376
     323       340       362
     340       323       296
     292       277       314
     665       639       624
     639       609       624
     639       665       687
     657       639       687
     592       604       584
     613       604       592
     604       613       628
     632       604       628
     604       632       605
     584       604       583
     604       605       583
     595       621       624
     621       595       605
     642       621       605
     726       685       705
     705       685       664
     685       642       664
     854       883       886
     883       854       851
     827       854       860
     854       886       860
     854       827       819
     851       854       819
     915       889       931
     883       889       915
     889       850       882
     889       851       850
     889       883       851
     889       914       931
     889       882       914
     771       746       769
     742       746       771
     746       742       719
     708       688       678
     688       708       719
     686       708       678
     714       708       686
     708       746       719
     334       312       288
     354       312       334
     288       312       275
     312       308       275
     308       312       342
     312       354       342
     384       396       407
     367       396       384
     396       367       382
     396       382       413
     396       426       407
     426       396       413
     577       572       556
     577       593       572
     558       577       556
     590       577       558
     593       577       609
     577       590       609
     271       258       230
     271       296       258
     337       292       314
     351       337       314
     366       337       351
     357       337       366
     619       593       609
     639       619       609
     593       619       597
     619       657       637
     619       639       657
     619       616       597
     616       619       637
     655       665       624
     621       655       624
     655       621       642
     685       655       642
     737       733       764
     737       714       733
     769       737       764
     746       737       769
     737       708       714
     708       737       746
     219       252       230
     252       271       230
     238       252       219
     271       252       292
     277       252       238
     292       252       277
     315       340       296
     271       315       296
     315       271       292
     340       315       357
     315       337       357
     337       315       292
     703       655       685
     703       685       726
     665       703       720
     655       703       665
     703       750       720
     703       726       750
