 -1.0000000000000000e+00   -1.0000000000000000e+00
 -9.5479407279157358e-01   -1.0000000000000000e+00
 -9.0884786102926074e-01   -1.0000000000000000e+00
 -8.6004833216891063e-01   -1.0000000000000000e+00
 -8.1322123990643980e-01   -1.0000000000000000e+00
 -7.6254234411746646e-01   -1.0000000000000000e+00
 -7.1713172109761381e-01   -1.0000000000000000e+00
 -6.7212230074009993e-01   -1.0000000000000000e+00
 -6.2323495373433702e-01   -1.0000000000000000e+00
 -5.7238907411840390e-01   -1.0000000000000000e+00
 -5.2000168587753970e-01   -1.0000000000000000e+00
 -4.6449519030632236e-01   -1.0000000000000000e+00
 -4.1678751946474529e-01   -1.0000000000000000e+00
 -3.6309077838562498e-01   -1.0000000000000000e+00
 -3.1077959209191908e-01   -1.0000000000000000e+00
 -2.5598084907864210e-01   -1.0000000000000000e+00
 -2.0407332764638667e-01   -1.0000000000000000e+00
 -1.5744475395258387e-01   -1.0000000000000000e+00
 -1.1059517587425702e-01   -1.0000000000000000e+00
 -6.0841866450250116e-02   -1.0000000000000000e+00
 -7.5646741863714222e-03   -1.0000000000000000e+00
  4.8683618569854585e-02   -1.0000000000000000e+00
  1.0326047348553595e-01   -1.0000000000000000e+00
  1.5116810903295291e-01   -1.0000000000000000e+00
  2.0765327847813506e-01   -1.0000000000000000e+00
  2.5948201418738770e-01   -1.0000000000000000e+00
  3.0933193091982808e-01   -1.0000000000000000e+00
  3.5480473767138193e-01   -1.0000000000000000e+00
  4.0018216331434198e-01   -1.0000000000000000e+00
  4.4941247429387554e-01   -1.0000000000000000e+00
  5.0053638416017932e-01   -1.0000000000000000e+00
  5.5215970679425441e-01   -1.0000000000000000e+00
  6.0786332110686192e-01   -1.0000000000000000e+00
  6.5559708967242381e-01   -1.0000000000000000e+00
  7.0897090214889980e-01   -1.0000000000000000e+00
  7.6285265312396944e-01   -1.0000000000000000e+00
  8.1328750104646286e-01   -1.0000000000000000e+00
  8.6127392962460192e-01   -1.0000000000000000e+00
  9.0845994128521379e-01   -1.0000000000000000e+00
  9.5445591685478004e-01   -1.0000000000000000e+00
  1.0000000000000000e+00   -1.0000000000000000e+00
  1.8015806574795731e-01   -9.6076045335406568e-01
 -4.9077367207197153e-01   -9.5939484358482952e-01
  5.8065861531725094e-01   -9.5897531484580389e-01
  1.7909571434437319e-02   -9.5799375200829984e-01
 -2.8206979842793184e-01   -9.5659307006127337e-01
  9.0608162817427440e-01   -9.5629248789284926e-01
 -3.9273687768348697e-01   -9.5565631040154608e-01
 -1.0000000000000000e+00   -9.5552982409532417e-01
  7.4086694465225988e-01   -9.5551857009689245e-01
 -1.5695634803943637e-01   -9.5524858750731501e-01
  7.9912142706592817e-02   -9.5509718126136312e-01
 -7.7867202185905937e-01   -9.5493920731587834e-01
 -2.1944702039551056e-01   -9.5487290003193015e-01
 -3.9895071857549438e-02   -9.5405312303759282e-01
  6.8118464750711327e-01   -9.5332478707949286e-01
 -5.4721796163355119e-01   -9.5321026520101615e-01
 -7.1813186867951218e-01   -9.5282521544968557e-01
  2.3751511344655080e-01   -9.5282657232216206e-01
  3.5457022293128465e-01   -9.5259682551377955e-01
  1.0000000000000000e+00   -9.5250069157821404e-01
  2.9495269130052476e-01   -9.5230282386345677e-01
 -8.9330198823594331e-01   -9.5199924981061679e-01
 -3.4045077734824208e-01   -9.5202570909184037e-01
 -9.8731577848531413e-02   -9.5168321707120207e-01
 -6.0283303092074447e-01   -9.5119691491424441e-01
 -6.5946141306199924e-01   -9.5114064301491896e-01
  7.9645788320705035e-01   -9.5089656670768796e-01
  5.2534614400861424e-01   -9.5083956853032214e-01
  4.7082432110128791e-01   -9.5083193486443918e-01
  4.1359654794902406e-01   -9.5081171226776062e-01
  8.5121694627343691e-01   -9.5022962523465249e-01
 -9.4676922256666984e-01   -9.4979493369487378e-01
 -8.4187925475214498e-01   -9.4400064407698492e-01
 -4.4184927649169403e-01   -9.4183428670412672e-01
  1.3180190273058745e-01   -9.4058358975160117e-01
